mode,tau_et,et_vmin,tc_vmin,dice_ET,dice_TC,dice_WT,n_cases,dice_mean
temperature_scale,0.45,1500,1500,0.7709891301668894,0.7782938149957074,0.9252421544850674,251,0.8248416998825547
temperature_scale,0.45,1000,1500,0.76926223704149,0.7782938149957074,0.9252421544850674,251,0.8242660688407549
temperature_scale,0.45,500,1000,0.7648894722646016,0.7822828778869966,0.9252421544850674,251,0.8241381682122219
temperature_scale,0.55,1000,1500,0.7708892067068048,0.776279678525039,0.9251800659802437,251,0.8241163170706959
temperature_scale,0.55,1500,1500,0.770449101663891,0.776279678525039,0.9251800659802437,251,0.8239696153897246
temperature_scale,0.55,500,1000,0.7646104436902502,0.7813769038901335,0.9251800659802437,251,0.8237224711868758
temperature_scale,0.5,2000,1500,0.7666710539334722,0.7789507730406416,0.9252843094356611,251,0.8236353788032583
temperature_scale,0.5,1000,1500,0.766335726216085,0.7789507730406416,0.9252843094356611,251,0.8235236028974625
temperature_scale,0.55,2000,1500,0.7689599119078576,0.776279678525039,0.9251800659802437,251,0.8234732188043802
temperature_scale,0.45,2000,1500,0.7655497301400266,0.7782938149957074,0.9252421544850674,251,0.8230285665402671
temperature_scale,0.5,750,1000,0.7603005136997276,0.7827920918213463,0.9252843094356611,251,0.8227923049855783
temperature_scale,0.5,500,1000,0.7586764160909516,0.7827920918213463,0.9252843094356611,251,0.8222509391159863
temperature_scale,0.45,750,1500,0.7612941095602537,0.7782938149957074,0.9252421544850674,251,0.8216100263470095
temperature_scale,0.55,750,1500,0.7629210792258075,0.776279678525039,0.9251800659802437,251,0.8214602745770301
temperature_scale,0.5,750,1500,0.7583675987379936,0.7789507730406416,0.9252843094356611,251,0.8208675604047655
temperature_scale,0.5,500,1500,0.7567435011292177,0.7789507730406416,0.9252843094356611,251,0.8203261945351734
temperature_scale,0.45,500,1500,0.7573100458243924,0.7782938149957074,0.9252421544850674,251,0.8202820051017223
temperature_scale,0.55,500,1500,0.754952951753659,0.776279678525039,0.9251800659802437,251,0.8188042320863138
tta,0.45,1500,0,0.788666875426203,0.8036844382286447,0.9284083439686254,251,0.8402532192078244
tta,0.55,1000,0,0.7903266821233815,0.8017496371861863,0.9282763523927228,251,0.8401175572340969
tta,0.55,1500,0,0.7887566900727158,0.8017496371861863,0.9282763523927228,251,0.8395942265505417
tta,0.45,1500,250,0.788052897751295,0.8019021894468135,0.9284083439686254,251,0.839454477055578
tta,0.45,1000,0,0.78610429716068,0.8036844382286447,0.9284083439686254,251,0.83939902645265
tta,0.5,1000,0,0.7854797587667602,0.8038259318852923,0.9284370277968838,251,0.839247572816312
tta,0.5,1500,0,0.7841058386632491,0.8038259318852923,0.9284370277968838,251,0.8387895994484751
tta,0.55,750,0,0.7863426183830708,0.8017496371861863,0.9282763523927228,251,0.8387895359873266
tta,0.55,500,0,0.7853516326456506,0.8017496371861863,0.9282763523927228,251,0.8384592074081866
tta,0.55,1000,250,0.788865634178709,0.798110926687895,0.9282763523927228,251,0.8384176377531088
tta,0.5,500,0,0.7828949886449662,0.8038259318852923,0.9284370277968838,251,0.838385982775714
tta,0.45,1000,250,0.7847426212693798,0.8019021894468135,0.9284083439686254,251,0.8383510515616063
tta,0.5,1000,250,0.7841012516218885,0.8020283209094731,0.9284370277968838,251,0.8381888667760817
tta,0.55,1500,250,0.7880589214360801,0.798110926687895,0.9282763523927228,251,0.838148733505566
tta,0.5,1500,250,0.7834704232771115,0.8020283209094731,0.9284370277968838,251,0.8379785906611561
tta,0.45,500,0,0.7811013992988559,0.8036844382286447,0.9284083439686254,251,0.837731393832042
tta,0.5,500,250,0.7815848404722624,0.8020283209094731,0.9284370277968838,251,0.8373500630595397
tta,0.55,750,250,0.7848815704385181,0.798110926687895,0.9282763523927228,251,0.8370896165063786
tta,0.55,500,250,0.7839305985777615,0.798110926687895,0.9282763523927228,251,0.8367726258861264
tta,0.45,750,0,0.778136169680582,0.8036844382286447,0.9284083439686254,251,0.8367429839592839
tta,0.45,500,250,0.779796081710177,0.8019021894468135,0.9284083439686254,251,0.8367022050418719
tta,0.5,750,0,0.7775116312859056,0.8038259318852923,0.9284370277968838,251,0.836591530322694
tta,0.45,1500,500,0.7863491949271634,0.7936997059499524,0.9284083439686254,251,0.8361524149485803
tta,0.55,1000,500,0.7872603159670308,0.7928987150826016,0.9282763523927228,251,0.8361451278141184
tta,0.45,2000,0,0.7762091681839155,0.8036844382286447,0.9284083439686254,251,0.8361006501270619
tta,0.55,1500,500,0.7864536032244022,0.7928987150826016,0.9282763523927228,251,0.8358762235665754
tta,0.45,750,250,0.7767744937893565,0.8019021894468135,0.9284083439686254,251,0.8356950090682651
tta,0.5,750,250,0.7761331241411088,0.8020283209094731,0.9284370277968838,251,0.8355328242824885
tta,0.45,2000,250,0.7757204618154477,0.8019021894468135,0.9284083439686254,251,0.8353436650769622
tta,0.45,1000,500,0.7830389184452483,0.7936997059499524,0.9284083439686254,251,0.8350489894546086
tta,0.5,1000,500,0.7824017962666957,0.7938222410741774,0.9284370277968838,251,0.8348870217125857
tta,0.55,750,500,0.7832762522268402,0.7928987150826016,0.9282763523927228,251,0.8348171065673883
tta,0.5,1500,500,0.7817709679219188,0.7938222410741774,0.9284370277968838,251,0.83467674559766
tta,0.5,2000,0,0.771680245165359,0.8038259318852923,0.9284370277968838,251,0.8346477349491783
tta,0.55,500,500,0.7823252803660834,0.7928987150826016,0.9282763523927228,251,0.834500115947136
tta,0.55,2000,0,0.7727285773067343,0.8017496371861863,0.9282763523927228,251,0.8342515222952144
